"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","is_filled"
"CP06205",367.76008303554,367.760009765625,367.760284423828,38.98948873698,35.454872415,40.72125311898,203639.23161169,203634.550384397,113147.59375,113147,4,0
"CP06206",153.868470574623,153.868453979492,153.868499755859,32.00918838402,30.279351792,33.73214664,788942.523853648,785298.90958784,433026.40625,167,4,0
"CP06207",196.92336795646,196.923324584961,196.923385620117,32.00918838402,30.279351792,33.73214664,1450161.64347819,1449178.77925279,713529.3125,440,4,0
"CP06208",230.882698093423,230.882568359375,230.882766723633,36.623607855,34.878506175,41.84811833502,325774.819411543,325244.852035963,166576.953125,315,4,0
"CP06209",287.821826537122,287.821746826172,287.821899414062,36.03336499098,30.279351792,41.84811833502,418458.299960013,416273.290380221,113957.9609375,106,4,0
"CP06211",203.798900922547,203.798873901367,203.799285888672,33.73214664,30.279351792,41.84811833502,2156074.44267282,2147714.84840488,491141.375,272,4,0
"CP06212",220.85539458242,220.855026245117,220.855438232422,36.03336499098,31.43283048,42.97570913502,902759.349268326,895237.458437826,627932.9375,386,4,0
"CP06213",223.822054474722,223.821929931641,223.822128295898,36.03336499098,33.15815907102,42.41197675098,669079.660250144,667661.147274643,176378.4375,235,4,0
"CP06214",228.885691428,228.885620117188,228.885787963867,36.623607855,34.878506175,41.84811833502,505339.03334843,503341.725291427,287524,206,4,0
"CP06215",231.879202226062,231.878677368164,231.879486083984,36.623607855,32.00918838402,42.41197675098,635440.11160618,629619.053159733,356268.71875,161,4,0
"CP06216",259.013035413941,259.013000488281,259.013122558594,34.878506175,30.85571043198,41.84811833502,1494421.96809643,1494411.55423631,402033.625,402033,4,0
"CP06217",283.815743960341,283.815612792969,283.815826416016,36.03336499098,32.58919737498,44.103187152,397510.573684669,395529.585762691,110797.6875,139,4,0
"CP06218",126.904851047959,126.904815673828,126.90486907959,36.623607855,34.30626964698,38.42679961602,2659018.28375766,2659014.16322769,1251150.625,1251150,4,0
"CP06219",154.918638282807,154.918563842773,154.918670654297,32.00918838402,29.709116463,42.41197675098,3129576.37021861,3122719.42699418,1995505.625,1246,4,0
"CP06220",229.002433596862,229.002395629883,229.002456665039,35.454872415,32.58919737498,42.41197675098,1033589.44888692,1033580.20391809,317907.78125,317907,4,0
"CP06221",249.061665677746,249.061630249023,249.061721801758,40.72125311898,38.98948873698,42.41197675098,61821.5189873515,61818.6669140065,33952.3359375,33951,4,0
"CP06222",184.87863409434,184.878601074219,184.878707885742,36.623607855,34.30626964698,39.592425249,224926.880472974,223884.796055614,122884.640625,159,4,0
"CP06223",221.825017878113,221.824951171875,221.825103759766,36.03336499098,32.58919737498,42.97570913502,1152969.41382994,1150496.40733764,281341.5625,290,4,0
"CP06224",222.852449411189,222.852279663086,222.852493286133,36.03336499098,31.43283048,44.103187152,1004757.10988722,998409.763171791,664203.25,477,4,0
"CP06225",200.805008071533,200.804977416992,200.805084228516,33.73214664,30.279351792,39.592425249,3117876.29005283,3111342.984883,716683.875,444,4,0
"CP06226",225.845896180848,225.845779418945,225.845932006836,36.03336499098,31.43283048,44.66717268798,1227732.82740565,1224826.04764592,823505.6875,835,4,0
"CP06227",229.882072824661,229.881790161133,229.88215637207,36.623607855,32.00918838402,46.92050719998,1066445.01016101,1060186.41778989,555817.8125,367,4,0
"CP06228",255.822377675515,255.82209777832,255.822448730469,31.43283048,30.279351792,34.878506175,3704175.06181103,3699121.05937596,4349298.5,1854,4,0
"CP06229",196.811347012825,196.811309814453,196.811386108398,33.73214664,30.279351792,45.230662416,2730127.2773515,2724446.75193884,608350.9375,479,4,0
"CP06230",257.819361725308,257.819213867188,257.819396972656,31.43283048,30.279351792,34.878506175,3704075.53997275,3692606.28557442,4183405,1452,4,0
"CP06231",198.808014449866,198.807983398438,198.808074951172,33.73214664,30.279351792,39.592425249,3612220.03049486,3601977.98537996,771691.25,368,4,0
"CP06232",216.90953542007,216.909408569336,216.909561157227,31.43283048,29.14286508702,44.66717268798,19542525.9487442,19533320.7792383,21272110,11098,4,0
"CP06233",218.88560582523,218.885543823242,218.885665893555,35.454872415,32.58919737498,45.79190488002,1325715.6308573,1319288.80783701,324303.375,243,4,0
"CP06234",223.84888800574,223.848724365234,223.848922729492,36.03336499098,31.43283048,48.61699707198,3837880.0307639,3825615.6125773,2518334.25,1121,4,0
"CP06235",247.839037832223,247.838989257812,247.839065551758,37.22007364698,33.15815907102,48.61699707198,987622.364877271,980885.293667761,222235.796875,139,4,0
"CP06236",193.815477329769,193.815444946289,193.815505981445,33.73214664,30.279351792,49.181594352,7879297.85246648,7855352.87032641,1681556.25,590,4,0
"CP06237",221.851911531365,221.851684570312,221.851959228516,36.03336499098,31.43283048,49.181594352,4017863.55864638,4011547.46922828,2662143.5,2138,4,0
"CP06239",201.801862490111,201.801818847656,201.802108764648,33.73214664,30.279351792,49.181594352,30470942.0865689,30358857.8661738,6654462.5,939,4,0
"CP06242",164.836052421231,164.836013793945,164.836074829102,33.73214664,32.00918838402,45.79190488002,4366709.03214722,4310066.60001165,1136755,228,4,0
"CP06243",280.111901388123,280.111785888672,280.111907958984,49.181594352,47.48424286302,52.04728537602,218906.715836859,218408.521771021,169403.40625,201,4,0
"CP06244",393.101526708445,393.101409912109,393.101593017578,49.181594352,47.48424286302,51.47931233502,344216.193392454,343867.110292975,243814.046875,358,4,0
"CP06245",273.0286137143,273.028472900391,273.028747558594,49.181594352,46.92050719998,52.61151881598,444482.341445108,432306.409103548,390846.75,133,4,0
"CP06247",197.807850047544,197.807815551758,197.807876586914,33.73214664,30.279351792,49.181594352,164680497.582417,164426269.129912,33601688,1878,4,0
"CP06248",199.804760187126,199.804733276367,199.804840087891,33.73214664,30.279351792,49.181594352,119787759.720154,119657833.470822,26190710,2756,4,0
"CP06249",195.811017790229,195.810989379883,195.81103515625,33.73214664,30.279351792,49.181594352,131822124.647606,131610313.472555,27395778,2051,4,0
"CP06250",158.045757509384,158.045715332031,158.045791625977,50.35057078302,44.66717268798,53.17613676798,453685.659431856,452431.866078462,117604.7421875,219,4,0
"CP06252",115.003336998294,115.003288269043,115.003349304199,59.381127792,57.68966934402,61.08061163298,171408.146804387,171405.321019146,109134.5859375,109134,4,0
"CP06253",331.151174557235,331.151123046875,331.151245117188,63.33605787102,61.645086735,65.59213070298,144643.326445526,144433.81649994,68007.015625,126,4,0
"CP06254",445.144140196732,445.143981933594,445.144195556641,63.33605787102,61.08061163298,70.104033759,399777.908041738,399165.89174427,141207.875,308,4,0
"CP06256",401.941761805971,401.941619873047,401.94189453125,74.05319939202,72.35987635098,76.307174943,56524.0319193856,56520.6485205924,21421.78515625,21421,4,0
"CP06257",120.037915586905,120.037864685059,120.038017272949,74.61707091198,72.92298599898,76.307174943,37516.4207545985,37513.6005971452,16626.28515625,16625,4,0
"CP06258",123.048436327787,123.048385620117,123.048515319824,74.05319939202,71.23164329502,76.307174943,83422.5298515955,83288.0887708068,30730.451171875,118,4,0
"CP06259",228.977125148656,228.97705078125,228.977203369141,74.05319939202,71.23164329502,76.86989966298,75110.142190321,75002.7439967165,25440.068359375,138,4,0
"CP06260",237.971922987616,237.971878051758,237.971984863281,74.05319939202,72.35987635098,76.307174943,85659.002902539,85655.6195037458,34217.3359375,34216,4,0
"CP06261",245.909198129832,245.909133911133,245.909271240234,74.05319939202,71.23164329502,76.307174943,102810.89869445,102806.387110763,39835.23046875,39834,4,0
"CP06264",372.895976709313,372.895874023438,372.896118164062,74.05319939202,71.795379519,76.307174943,82040.5283991815,82036.5805781854,30267.77734375,30267,4,0
"CP06265",122.047495338679,122.047485351562,122.047508239746,74.05319939202,71.23164329502,76.86989966298,200778.431498692,200773.35706796,67655.859375,67655,4,0
"CP06266",162.839025779777,162.838973999023,162.839050292969,33.73214664,32.00918838402,44.103187152,12525129.678642,12471731.349694,3242241.25,666,4,0
"CP06267",203.966885651774,203.966842651367,203.96696472168,74.05319939202,70.667785407,77.43326438298,198405.55687193,198296.037739771,73520.9609375,477,4,0
"CP06268",209.018510334694,209.018447875977,209.018600463867,74.05319939202,71.795379519,77.99662127898,200209.702103165,200030.101073366,70548.2890625,254,4,0
"CP06269",237.013446180713,237.013397216797,237.01350402832,74.05319939202,71.23164329502,77.43326438298,187387.907784058,187382.269946705,64463.9609375,64463,4,0
"CP06270",277.00589717787,277.005859375,277.006011962891,74.05319939202,71.23164329502,76.86989966298,146743.331493356,146738.257062625,52858.15625,52857,4,0
"CP06271",323.925439153199,323.925323486328,323.925598144531,74.05319939202,71.795379519,77.99662127898,147585.055798866,147466.114976963,50952.01171875,277,4,0
"CP06272",222.969570249202,222.969543457031,222.969589233398,74.05319939202,70.667785407,77.99662127898,271089.145023913,271082.379944647,82053.2890625,82052,4,0
"CP06273",265.96681113065,265.966766357422,265.966888427734,74.05319939202,71.23164329502,78.55986566298,397270.908523017,396708.439953132,129018.3203125,239,4,0
"CP06274",223.967438817556,223.967437744141,223.96745300293,74.05319939202,71.23164329502,77.99662127898,549842.557093398,549640.082764444,180991.15625,636,4,0
"CP06275",121.044227935387,121.044219970703,121.044235229492,74.05319939202,70.667785407,79.123226112,5970232.54616265,5970224.65441799,1895865.5,1895864,4,0
"CP06276",160.841967832499,160.841934204102,160.841979980469,33.73214664,32.00918838402,45.79190488002,12200135.4383456,12146168.7477567,3146918.5,645,4,0
"CP06278",235.944409524335,235.944381713867,235.944427490234,101.125783824,98.86832606298,103.94999531202,102062.07693657,102057.559897237,38047.75390625,38047,4,0
"CP06279",240.957939161406,240.957885742188,240.957992553711,123.597694896,121.90623430302,125.853768543,46476.2833600791,46472.899759302,18471.640625,18471,4,0
"CP06280",207.836790263901,207.836669921875,207.836837768555,36.623607855,33.15815907102,49.181594352,9648110.91155707,9583692.76614448,1735171.875,357,4,0
"CP06281",205.839794239888,205.839538574219,205.839889526367,36.623607855,33.73214664,49.181594352,9701479.45470518,9651410.99860933,1760820.875,502,4,0
"CP06282",205.839686906549,205.839630126953,205.839736938477,53.17613676798,49.181594352,57.68966934402,1538153.32955643,1509792.62559746,389432.9375,110,4,0
"CP06284",283.855983850792,283.85595703125,283.856018066406,53.741137983,49.181594352,57.68966934402,3044802.78731995,3008549.07372747,541236.875,109,4,0
"CP06286",215.91558169625,215.915496826172,215.915687561035,133.75361209698,130.36630212798,138.835268847,205035.645748535,205026.612184034,28505.62890625,28505,4,0
"CP06287",215.91548374236,215.914352416992,215.915672302246,153.55585303902,151.85761820802,155.25393526302,79508.0091761943,79504.0468062968,24503.7265625,24503,4,0
"CP06288",215.915630961303,215.915534973145,215.915687561035,129.802320144,127.54573737702,133.18937044698,136397.25714446,136391.049148083,28441.529296875,28441,4,0
"CP06289",215.915510783163,215.914321899414,215.91576385498,141.09872662398,138.835268847,143.926278639,123206.608213681,123200.951536135,29419.359375,29418,4,0
"CP06290",215.915628312813,215.915512084961,215.915748596191,149.589535008,147.32347729698,151.85761820802,102402.158877708,102397.057969183,25098.5263671875,25098,4,0
"CP06292",314.003720506377,314.003692626953,314.003784179688,165.14985209502,163.38201727902,166.87393903998,137385.692352032,137382.782417231,69349.25,69348,4,0
"CP06295",199.007020761432,199.00700378418,199.007049560547,176.38500393498,174.588787695,178.172964783,196215.260157138,196212.273342898,125191.9375,125191,4,0
"CP06296",205.108089483539,205.108062744141,205.108200073242,178.76759281698,176.978871327,180.52966697598,202695.910892708,202692.951896334,126704.890625,126704,4,0
"CP06297",477.172542686365,477.172302246094,477.172729492188,179.369560416,177.57837166302,181.13043263898,78711.1147146373,78708.154663824,51454.01953125,51453,4,0
"CP06298",421.088898214646,421.088165283203,421.089782714844,170.99543406402,167.47404974298,176.978871327,159027.350624407,159017.251751474,20852.380859375,19561,4,0
"CP06299",421.088906921622,421.088775634766,421.089111328125,165.71046310398,163.984497375,167.47404974298,50308.5584310095,50304.4872865802,18051.638671875,18051,4,0
"CP06303",232.97618308839,232.976089477539,232.976226806641,187.08590671902,185.302325007,188.87637337602,100298.478078143,100295.499704502,53672.3671875,53671,4,0
"CP06312",293.077804338507,293.077606201172,293.078094482422,189.46535515098,185.302325007,193.02177937602,150220.511854814,150212.198596263,25452.23046875,25451,4,0
"CP06313",293.077867599342,293.077667236328,293.078369140625,181.13043263898,176.978871327,185.302325007,142959.431652398,142950.513666313,21430.728515625,21430,4,0
"CP06315",169.050477440132,169.050338745117,169.050537109375,191.82905033502,190.05774095898,194.20689336,94613.1551945564,94608.4133060981,24980.33203125,24979,4,0
"CP06316",169.050483123478,169.050399780273,169.050552368164,198.35712929598,196.58334484698,201.91259662302,94896.0532500021,94890.1318591398,23058.404296875,23057,4,0
"CP06318",198.004357179406,198.004318237305,198.004409790039,204.27769323102,201.91259662302,207.22799118402,206759.364371325,206544.924095199,119172.8125,263,4,0
"CP06324",447.104600786335,447.104095458984,447.105102539062,190.05774095898,186.49268659098,193.02177937602,110794.496357795,110787.37371112,22087.84375,22087,4,0
"CP06326",447.104837483693,447.104614257812,447.10498046875,183.51134526402,181.727276751,186.49268659098,66646.4810905414,66641.1200044714,16872.732421875,13709,4,0
"CP06327",447.104748104697,447.104339599609,447.105163574219,196.58334484698,193.02177937602,198.35712929598,93157.9797467473,93152.0515801696,19204.947265625,19204,4,0
"CP06328",126.985601904942,126.985557556152,126.985641479492,207.22799118402,204.86591561598,209.005211184,77964.1090127945,77960.5610451648,41795.14453125,41794,4,0
"CP06331",216.979783137555,216.97966003418,216.979904174805,210.77654263902,209.005211184,213.14239950402,118705.075637364,118701.529475947,65965.4453125,65964,4,0
"CP06332",118.932443466931,118.93238067627,118.932540893555,201.91259662302,194.80386993498,209.593814799,229628.585166565,229613.203623906,19914.92578125,19914,4,0
"CP06333",118.932311481491,118.931594848633,118.932502746582,207.22799118402,205.45815592002,209.593814799,70378.8917248173,70374.165257527,18515.876953125,18515,4,0
"CP06334",117.01957816517,117.019348144531,117.019630432129,211.36665670398,208.41296571198,213.735620832,386032.542211299,386027.810962304,200060.3125,200059,4,0
"CP06338",277.082987918611,277.082763671875,277.083190917969,202.50572748702,199.54002473502,205.45815592002,108918.633512704,108912.1235684,22529.927734375,22529,4,0
"CP06339",277.082284951049,277.080963134766,277.083404541016,208.41296571198,205.45815592002,210.18655742298,81147.102505019,81141.7830533282,19112.595703125,19112,4,0
"CP06340",277.082977278421,277.082855224609,277.083160400391,196.58334484698,194.80386993498,199.54002473502,73026.4673362715,73021.1391621215,17406.626953125,17406,4,0
"CP06344",268.951215280409,268.950897216797,268.951324462891,217.294045008,214.922214288,219.07411590402,95813.6386393743,95810.0798665606,53411.5234375,53411,4,0
"CP06345",278.950779918793,278.950653076172,278.950836181641,219.07411590402,217.294045008,222.024076032,222825.021592869,222820.882815723,131502.828125,131502,4,0
"CP06349",185.007962232573,185.007904052734,185.007995605469,224.89162444698,222.61344679902,227.241956463,263344.930786928,263340.96349293,158805.34375,158804,4,0
"CP06350",230.011277219093,230.011016845703,230.011505126953,227.241956463,225.48962179098,228.41506673598,30290.5689133958,30288.2285574398,15479.556640625,15479,4,0
"CP06352",206.10031444672,206.100250244141,206.100341796875,219.07411590402,216.10744576098,230.791027632,6095698.49553387,6095684.42376791,1626986,1626985,4,0
"CP06353",236.94034399565,236.940078735352,236.9404296875,228.41506673598,226.65471321498,230.20115267202,103215.699791645,103212.74442543,58927.6953125,58927,4,0
"CP06354",253.027331923463,253.027008056641,253.027389526367,228.41506673598,226.65471321498,230.791027632,144053.93340535,144050.387992992,87744.75,87744,4,0
"CP06356",199.990503502461,199.990371704102,199.990707397461,230.20115267202,227.81309403198,232.57473075198,192281.511532781,192277.345100651,133802.4375,133801,4,0
"CP06357",154.997499002348,154.997406005859,154.99755859375,230.20115267202,227.81309403198,233.16773099202,319065.584406653,319060.824729355,188238.734375,188238,4,0
"CP06358",157.049513490231,157.049346923828,157.050582885742,210.18655742298,207.81822817602,213.14239950402,188448.152170996,188442.236425076,64640.05859375,64639,4,0
"CP06359",157.049494470638,157.049377441406,157.049591064453,229.01330704002,219.662109936,235.541050863,326913.47917007,326896.989500646,51480.46875,51479,4,0
"CP06360",157.050433771255,157.050338745117,157.050476074219,204.27769323102,202.50572748702,206.05052870502,109370.696748716,109366.561147295,37359.64453125,37359,4,0
"CP06362",157.049491407345,157.049453735352,157.049545288086,216.10744576098,213.14239950402,217.888436847,108030.005911479,108024.666619468,29577.599609375,29577,4,0
"CP06363",157.049440894305,157.049377441406,157.049560546875,222.024076032,219.662109936,225.48962179098,110840.063991624,110833.588978452,24053.369140625,24052,4,0
"CP06365",198.987173535023,198.987106323242,198.987258911133,230.20115267202,227.81309403198,234.35556404802,2100261.19474375,2097635.42853388,1180409.75,669,4,0
"CP06366",265.045069961799,265.044952392578,265.045318603516,231.98028072,230.20115267202,233.76020815998,124423.825645173,124420.8597656,94201.6875,94201,4,0
"CP06367",409.16835100575,409.168212890625,409.168640136719,233.76020815998,231.98028072,234.94630654398,27184.3965690268,27182.0237483676,12505.046875,12504,4,0
"CP06368",242.047808615235,242.047760009766,242.047882080078,233.16773099202,230.791027632,235.541050863,479277.43330277,479273.277032443,248458.9375,248458,4,0
"CP06370",170.974625769712,170.974563598633,170.974731445312,237.317000127,235.541050863,240.856559232,229752.408567245,228943.285643853,123387.6328125,113,4,0
"CP06373",169.04949426114,169.049392700195,169.049560546875,229.01330704002,224.89162444698,232.57473075198,145360.209992789,145351.935878307,25014.376953125,25013,4,0
"CP06375",211.026848444346,211.026763916016,211.026947021484,239.67635184,237.906245631,241.44317990298,197277.816723783,197274.869278557,122569.4609375,122568,4,0
"CP06376",214.964238248744,214.964096069336,214.964324951172,237.317000127,234.94630654398,242.03857388802,428782.232816676,427962.382741848,179822.8125,232,4,0
"CP06377",314.898423596513,314.898254394531,314.898620605469,238.49498622402,236.135300703,241.44317990298,418221.479055241,418216.760940397,221392.671875,221392,4,0
"CP06381",188.9583756455,188.958343505859,188.958526611328,240.26645345502,238.49498622402,243.21389161602,477289.859251705,477066.621446664,238835.828125,507,4,0
"CP06384",156.893758717432,156.893569946289,156.893905639648,230.20115267202,227.241956463,231.98028072,105529.317994493,105523.987379704,26687.25390625,26686,4,0
"CP06385",325.000526716982,325.000396728516,325.000701904297,243.807634992,242.03857388802,245.586715344,77942.1723577343,77939.2155731877,42927.33984375,42926,4,0
"CP06386",207.041697888538,207.041610717773,207.041793823242,244.39698460698,242.62527939198,246.76456931202,224825.214399625,224597.133239749,130739.8984375,233,4,0
"CP06388",270.990038922339,270.989929199219,270.990234375,250.30450404798,248.536158336,251.483978031,31611.0418004122,31608.6835446562,17951.234375,17950,4,0
"CP06389",296.905630586465,296.9052734375,296.905731201172,250.30450404798,248.536158336,252.074954751,190938.215380946,190935.266383934,114085.84375,114085,4,0
"CP06391",201.075569078374,201.07551574707,201.075653076172,227.81309403198,225.48962179098,230.791027632,565877.876290772,565871.985839838,132080.65625,132080,4,0
"CP06392",201.075557111092,201.075469970703,201.075653076172,242.62527939198,239.08210292802,244.39698460698,566947.169183675,566941.263759587,126551.7578125,126551,4,0
"CP06393",201.07556688288,201.075454711914,201.07568359375,211.96055169498,210.77654263902,214.922214288,224181.955463378,224177.809791729,98781.0703125,98780,4,0
"CP06394",201.075534037917,201.075500488281,201.075607299805,220.84334929602,218.48188793598,225.48962179098,541353.606905457,541345.962104888,93616.71875,93616,4,0
"CP06395",201.075596359758,201.075531005859,201.075698852539,233.76020815998,230.791027632,236.72252630298,502340.100685981,502333.576037443,96803.234375,96802,4,0
"CP06396",201.075600032278,201.075469970703,201.075698852539,248.536158336,246.76456931202,250.30450404798,374964.10458795,374959.974664091,129469.015625,129468,4,0
"CP06398",165.018240896525,165.018142700195,165.018325805664,250.89498579102,247.94471776098,253.84517145498,1092407.25383003,1065238.45763304,523936.875,139,4,0
"CP06399",225.002751516414,225.002624511719,225.002868652344,255.613639023,253.84517145498,257.379224223,57994.8660239977,57991.9209800243,29535.75390625,29535,4,0
"CP06400",271.008064273475,271.007965087891,271.008148193359,255.02366516802,253.256305503,258.56008692798,495217.704188184,493208.327001129,282485.625,148,4,0
"CP06401",200.037519122815,200.037445068359,200.037536621094,256.20325199898,253.84517145498,258.56008692798,384742.882282004,384738.756730965,217860.5625,217860,4,0
"CP06404",240.902398562796,240.902359008789,240.902450561523,257.97325601502,256.20325199898,259.733441184,70452.9226973712,70449.9808730503,37294.12109375,37293,4,0
"CP06405",240.938745066306,240.938659667969,240.938858032227,257.97325601502,256.20325199898,259.733441184,201522.047041297,201519.105216976,112851.0625,112850,4,0
"CP06407",243.013228819157,243.01318359375,243.013320922852,257.97325601502,256.20325199898,260.32079547198,603103.645391925,603100.116068948,369922.59375,369922,4,0
"CP06408",197.00798189301,197.007904052734,197.008087158203,259.733441184,257.97325601502,261.49952719998,100118.321362473,100115.382803152,56543.80078125,56543,4,0
"CP06409",255.013133169586,255.012847900391,255.013244628906,259.733441184,256.791864495,261.49952719998,171543.756838362,171539.637633495,99610.3984375,99609,4,0
"CP06411",230.102015563568,230.101806640625,230.102096557617,260.32079547198,257.97325601502,262.08639404802,201157.011008904,201153.485462018,121275.234375,121274,4,0
"CP06414",213.002765713243,213.002700805664,213.002960205078,262.08639404802,259.733441184,265.02094948698,768036.482684265,767823.510112157,455594.4375,1153,4,0
"CP06419",522.252913704838,522.252624511719,522.253112792969,263.25473614302,261.49952719998,265.02094948698,267745.175371562,267742.240852989,191643.78125,191643,4,0
"CP06421",156.893695928198,156.893493652344,156.893936157227,252.66707251098,250.89498579102,254.431794048,69334.9057704544,69330.7794941546,20941.892578125,20941,4,0
"CP06426",348.014464435479,348.014343261719,348.014587402344,265.60558219302,263.84633966298,267.36390044802,141604.120093538,141601.188792884,87145.03125,87144,4,0
"CP06428",247.08777733271,247.08772277832,247.087982177734,265.60558219302,263.84633966298,268.54100104002,471461.609482331,471457.501653626,287625.0625,287624,4,0
"CP06429",246.095737675373,246.09521484375,246.096633911133,265.60558219302,263.84633966298,269.12750958498,1189059.45534531,1189054.76097205,679459.8125,679459,4,0
"CP06433",245.092006812319,245.09196472168,245.09211730957,265.60558219302,262.67100603198,272.665046304,11275239.8049857,11261361.3401939,6129372,2190,4,0
"CP06437",204.004065038342,204.003890991211,204.004211425781,272.665046304,270.89645374398,274.42125627198,199427.766750044,199424.829414604,127766.0703125,127765,4,0
"CP06441",203.000726499831,203.000671386719,203.000869750977,272.665046304,270.30846713598,276.19083904002,3488362.95778443,3486799.82158518,1942595.5,1263,4,0
"CP06442",196.087442659454,196.087326049805,196.087554931641,275.598478449,273.83663348802,277.36207468698,172272.700528389,172269.762660723,105901.53125,105901,4,0
"CP06443",485.082337621311,485.082275390625,485.082397460938,276.19083904002,274.42125627198,277.36207468698,36206.5711499386,36204.2184952066,19079.169921875,19078,4,0
"CP06446",221.057409318168,221.057205200195,221.057510375977,277.95770956698,276.19083904002,279.71526795198,113550.007089076,113547.070064983,58117.7578125,58117,4,0
"CP06447",338.950852429359,338.950653076172,338.950988769531,279.71526795198,277.95770956698,281.48173336002,216254.177240555,216251.240554061,151049.484375,151048,4,0
"CP06448",336.95383539365,336.953430175781,336.953979492188,279.71526795198,277.95770956698,282.070218576,379736.57454129,379733.049533568,229098.265625,229097,4,0
"CP06451",212.977895701921,212.977722167969,212.977966308594,283.23832337598,280.89324673602,285.58389382398,152230.780216949,152226.675900747,82562.28125,82561,4,0
"CP06453",187.005824740669,187.00569152832,187.005874633789,283.830093039,282.070218576,285.58389382398,192903.201634904,192900.273572198,124822.515625,124822,4,0
"CP06454",288.919349931294,288.919097900391,288.91943359375,283.830093039,282.070218576,285.58389382398,83155.1342449386,83152.2061822319,44514.95703125,44514,4,0
"CP06455",317.008517428255,317.008483886719,317.008605957031,284.414439633,282.65395585602,286.17251598402,74647.3486567836,74644.4165233436,37591.8203125,37591,4,0
"CP06456",168.988261037309,168.988204956055,168.988311767578,283.23832337598,280.89324673602,286.75649310402,497733.272792383,496590.858531062,234024.203125,160,4,0
"CP06457",173.080811581025,173.08073425293,173.080902099609,260.91353691198,257.379224223,267.36390044802,1390191.92003312,1280163.06676794,587444.5625,113,4,0
"CP06461",207.010866591504,207.010772705078,207.011001586914,289.675058448,287.924729553,291.434419551,109261.354358903,109258.429617238,61361.55859375,61361,4,0
"CP06464",413.000057684882,412.999755859375,413.000152587891,290.26343955102,288.506350959,292.608139743,110082.958758771,110079.442939813,54104.015625,54103,4,0
"CP06467",164.064416848324,164.064376831055,164.064544677734,293.19324420702,290.84917687902,294.946336671,173272.061072586,173268.549221336,106190.03125,106189,4,0
"CP06468",231.086049079674,231.085968017578,231.08610534668,244.39698460698,236.72252630298,246.17520238398,1376385.1745682,1319665.68533772,555614,191,4,0
"CP06472",445.055204925982,445.055023193359,445.055541992188,296.11568257602,294.358715616,299.051395425,312078.29410369,312074.188008857,195623.609375,195623,4,0
"CP06475",165.073931751267,165.073806762695,165.074005126953,298.46001003198,296.704169919,300.22885827102,107725.927832799,107722.990592505,59408.71484375,59408,4,0
"CP06477",440.860194424346,440.860015869141,440.860382080078,298.46001003198,296.704169919,300.22885827102,103264.46290983,103261.525669536,51049.57421875,51049,4,0
"CP06479",208.087718288218,208.087539672852,208.087768554688,298.46001003198,296.704169919,301.403982192,298116.684635292,298112.572299553,153933.453125,153932,4,0
"CP06480",326.078270609379,326.077911376953,326.078399658203,299.051395425,297.289034127,301.403982192,147625.461084981,147355.867388517,78502.703125,118,4,0
"CP06482",226.933631151848,226.933395385742,226.933822631836,300.22885827102,298.46001003198,302.57780992002,78726.5673309659,78723.0377882047,44191.36328125,44190,4,0
"CP06483",228.931440776953,228.931274414062,228.931518554688,300.22885827102,298.46001003198,301.99157395302,78110.4036850615,78107.4607151273,46606.70703125,46606,4,0
"CP06484",330.866486984843,330.866455078125,330.866546630859,302.57780992002,300.81596423898,304.33140363102,130615.397057587,130612.46752476,80694.5703125,80694,4,0
"CP06485",193.085774045056,193.085601806641,193.085968017578,303.15916299198,297.87414487902,307.25747030298,227711.543810213,132425.2234411,65214.16015625,197,4,0
"CP06490",137.023324511566,137.023178100586,137.023452758789,303.15916299198,301.403982192,304.91375230302,79592.9442230386,79588.8494912424,25331.89453125,25331,4,0
"CP06491",137.023298356963,137.023254394531,137.023330688477,281.48173336002,279.71526795198,283.23832337598,83739.5313235113,83735.4210921833,30490.95703125,30490,4,0
"CP06493",137.023275324443,137.023162841797,137.023361206055,296.704169919,294.358715616,298.46001003198,88350.6438885519,88345.9566949337,26774.53515625,26774,4,0
"CP06494",137.023317292367,137.023223876953,137.023376464844,287.34162223902,284.99942619102,289.675058448,94449.2641176505,94444.0040313614,25272.40625,25271,4,0
"CP06495",137.023313640776,137.023193359375,137.023483276367,292.02176806302,288.506350959,294.358715616,111823.306134847,111816.868533724,22168.373046875,22167,4,0
"CP06496",137.02333441789,137.023223876953,137.0234375,310.60390492698,307.25747030298,313.54471139202,120508.701795846,120501.785830648,26436.830078125,26436,4,0
"CP06498",207.101395108873,207.101272583008,207.101531982422,308.85867228702,304.33140363102,311.76575817498,196827.11510107,116782.140897364,33651.29296875,1012,4,0
"CP06499",207.101444909945,207.101318359375,207.101760864258,281.48173336002,277.36207468698,283.23832337598,170661.597560391,106419.228727923,36126.2265625,1117,4,0
"CP06500",331.094247849102,331.093933105469,331.094390869141,318.25174118298,317.075758671,320.61145807902,76070.396381411,76067.4499652377,40797.34765625,40796,4,0
"CP06501",150.082099732492,150.082077026367,150.082122802734,318.841095696,317.075758671,320.61145807902,115539.879896896,115536.933480723,69195.5,69194,4,0
"CP06503",312.932905286962,312.932769775391,312.933135986328,320.02296278298,318.25174118298,321.792787935,60262.754318751,60259.8034464576,31827.400390625,31826,4,0
